activateable,associateEntityType,associateParentEntity,createable,custom,customSetting,deepCloneable,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isInterface,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,Comment,Idea,True,False,False,False,True,False,False,False,False,False,00a,Idea Comment,Idea Comments,False,False,False,IdeaComment,True,True,True,True,True,True,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/IdeaComment/{ID}', 'describe': '/services/data/v59.0/sobjects/IdeaComment/describe', 'sobject': '/services/data/v59.0/sobjects/IdeaComment'})"
False,,,False,False,False,False,False,False,False,False,False,False,0Yu,Identity Provider Event Log,Identity Event Logs,False,False,False,IdpEventLog,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/IdpEventLog/{ID}', 'describe': '/services/data/v59.0/sobjects/IdpEventLog/describe', 'sobject': '/services/data/v59.0/sobjects/IdpEventLog'})"
False,,,True,False,False,False,True,False,False,False,False,False,6TS,Trusted Domain for Inline Frames,Trusted Domains for Inline Frames,False,False,False,IframeWhiteListUrl,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/IframeWhiteListUrl/{ID}', 'describe': '/services/data/v59.0/sobjects/IframeWhiteListUrl/describe', 'sobject': '/services/data/v59.0/sobjects/IframeWhiteListUrl'})"
False,,,True,False,False,False,True,False,False,False,False,False,4YL,Image,Images,True,False,True,Image,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Image/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Image/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Image/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/Image/describe', 'quickActions': '/services/data/v59.0/sobjects/Image/quickActions', 'layouts': '/services/data/v59.0/sobjects/Image/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Image'})"
False,Feed,Image,False,False,False,False,True,False,False,False,False,False,,Image Feed,Image Feed,False,False,False,ImageFeed,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ImageFeed/{ID}', 'describe': '/services/data/v59.0/sobjects/ImageFeed/describe', 'sobject': '/services/data/v59.0/sobjects/ImageFeed'})"
False,History,Image,False,False,False,False,False,False,False,False,False,False,,Image History,Image History,False,False,False,ImageHistory,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ImageHistory/{ID}', 'describe': '/services/data/v59.0/sobjects/ImageHistory/describe', 'sobject': '/services/data/v59.0/sobjects/ImageHistory'})"
False,Share,Image,True,False,False,False,True,False,False,False,False,False,,Image Share,Image Share,False,False,False,ImageShare,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ImageShare/{ID}', 'describe': '/services/data/v59.0/sobjects/ImageShare/describe', 'sobject': '/services/data/v59.0/sobjects/ImageShare'})"
False,,,True,False,False,False,True,False,False,False,False,False,0PK,Individual,Individuals,True,True,True,Individual,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Individual/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Individual/{ID}', 'describe': '/services/data/v59.0/sobjects/Individual/describe', 'quickActions': '/services/data/v59.0/sobjects/Individual/quickActions', 'layouts': '/services/data/v59.0/sobjects/Individual/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Individual'})"
False,ChangeEvent,Individual,False,False,False,False,False,False,False,False,False,False,,Individual Change Event,Individual Change Event,False,False,False,IndividualChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/IndividualChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/IndividualChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/IndividualChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/IndividualChangeEvent'})"
False,History,Individual,False,False,False,False,False,False,False,False,False,False,,Individual History,Individual History,False,False,False,IndividualHistory,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/IndividualHistory/{ID}', 'describe': '/services/data/v59.0/sobjects/IndividualHistory/describe', 'sobject': '/services/data/v59.0/sobjects/IndividualHistory'})"
False,Share,Individual,True,False,False,False,False,False,False,False,False,False,0T5,Individual Share,Individual Share,False,False,False,IndividualShare,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/IndividualShare/{ID}', 'describe': '/services/data/v59.0/sobjects/IndividualShare/describe', 'sobject': '/services/data/v59.0/sobjects/IndividualShare'})"
False,,,True,False,False,False,True,False,False,False,False,False,06V,External Data,External Data,False,False,False,InsightsExternalData,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/InsightsExternalData/{ID}', 'describe': '/services/data/v59.0/sobjects/InsightsExternalData/describe', 'sobject': '/services/data/v59.0/sobjects/InsightsExternalData'})"
False,,,True,False,False,False,True,False,False,False,False,False,06W,External Data Part,External Data Parts,False,False,False,InsightsExternalDataPart,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/InsightsExternalDataPart/{ID}', 'describe': '/services/data/v59.0/sobjects/InsightsExternalDataPart/describe', 'sobject': '/services/data/v59.0/sobjects/InsightsExternalDataPart'})"
False,,,False,False,False,False,False,False,False,False,False,False,0El,Installed Mobile App,Installed Mobile Apps,False,False,False,InstalledMobileApp,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/InstalledMobileApp/{ID}', 'describe': '/services/data/v59.0/sobjects/InstalledMobileApp/describe', 'sobject': '/services/data/v59.0/sobjects/InstalledMobileApp'})"
False,ChangeEvent,Invoice__c,False,False,False,False,False,False,False,False,False,False,,Change Event: Mobile Quote,Change Event: Mobile Quote,False,False,False,Invoice__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Invoice__ChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/Invoice__ChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/Invoice__ChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/Invoice__ChangeEvent'})"
False,,,True,True,False,False,True,False,False,False,False,False,a2P,Mobile Quote,Mobile Quotes,True,False,False,Invoice__c,True,True,True,False,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Invoice__c/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Invoice__c/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Invoice__c/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/Invoice__c/describe', 'quickActions': '/services/data/v59.0/sobjects/Invoice__c/quickActions', 'layouts': '/services/data/v59.0/sobjects/Invoice__c/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Invoice__c'})"
False,ChangeEvent,InvoicedGoal__c,False,False,False,False,False,False,False,False,False,False,,Change Event: InvoicedGoal,Change Event: InvoicedGoal,False,False,False,InvoicedGoal__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/InvoicedGoal__ChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/InvoicedGoal__ChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/InvoicedGoal__ChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/InvoicedGoal__ChangeEvent'})"
False,,,True,True,False,False,True,False,False,False,False,False,a1c,InvoicedGoal,InvoicedGoal,True,False,True,InvoicedGoal__c,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/InvoicedGoal__c/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/InvoicedGoal__c/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/InvoicedGoal__c/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/InvoicedGoal__c/describe', 'quickActions': '/services/data/v59.0/sobjects/InvoicedGoal__c/quickActions', 'layouts': '/services/data/v59.0/sobjects/InvoicedGoal__c/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/InvoicedGoal__c'})"
False,ChangeEvent,Job_Site__c,False,False,False,False,False,False,False,False,False,False,,Change Event: Job Site,Change Event: Job Site,False,False,False,Job_Site__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Job_Site__ChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/Job_Site__ChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/Job_Site__ChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/Job_Site__ChangeEvent'})"
False,History,Job_Site__c,False,False,False,False,False,False,False,False,False,False,,History: Job Site,History: Job Site,False,False,False,Job_Site__History,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Job_Site__History/{ID}', 'describe': '/services/data/v59.0/sobjects/Job_Site__History/describe', 'sobject': '/services/data/v59.0/sobjects/Job_Site__History'})"
False,,,True,True,False,False,True,False,False,False,False,False,a0p,Job Site,Job Sites,True,False,True,Job_Site__c,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Job_Site__c/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Job_Site__c/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Job_Site__c/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/Job_Site__c/describe', 'quickActions': '/services/data/v59.0/sobjects/Job_Site__c/quickActions', 'layouts': '/services/data/v59.0/sobjects/Job_Site__c/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Job_Site__c'})"
False,,,False,False,False,False,False,False,False,False,False,False,0in,Knowledgeable User,Knowledgeable Users,False,False,False,KnowledgeableUser,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/KnowledgeableUser/{ID}', 'describe': '/services/data/v59.0/sobjects/KnowledgeableUser/describe', 'sobject': '/services/data/v59.0/sobjects/KnowledgeableUser'})"
False,,,True,False,False,False,True,False,True,False,False,False,00Q,Lead,Leads,True,True,True,Lead,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Lead/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Lead/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Lead/describe/approvalLayouts', 'listviews': '/services/data/v59.0/sobjects/Lead/listviews', 'describe': '/services/data/v59.0/sobjects/Lead/describe', 'quickActions': '/services/data/v59.0/sobjects/Lead/quickActions', 'layouts': '/services/data/v59.0/sobjects/Lead/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Lead'})"
False,ChangeEvent,Lead,False,False,False,False,False,False,False,False,False,False,,Lead Change Event,Lead Change Event,False,False,False,LeadChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LeadChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/LeadChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/LeadChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/LeadChangeEvent'})"
False,Feed,Lead,False,False,False,False,True,False,False,False,False,False,,Lead Feed,Lead Feed,False,False,False,LeadFeed,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LeadFeed/{ID}', 'describe': '/services/data/v59.0/sobjects/LeadFeed/describe', 'sobject': '/services/data/v59.0/sobjects/LeadFeed'})"
False,ChangeEvent,LeadFormix1__Visit__c,False,False,False,False,False,False,False,False,False,False,,Change Event: Visit,Change Event: Visit,False,False,False,LeadFormix1__Visit__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LeadFormix1__Visit__ChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/LeadFormix1__Visit__ChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/LeadFormix1__Visit__ChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/LeadFormix1__Visit__ChangeEvent'})"
False,,,True,True,False,False,True,False,False,False,False,False,a0v,Visit,Visits,True,False,True,LeadFormix1__Visit__c,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/LeadFormix1__Visit__c/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/LeadFormix1__Visit__c/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/LeadFormix1__Visit__c/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/LeadFormix1__Visit__c/describe', 'quickActions': '/services/data/v59.0/sobjects/LeadFormix1__Visit__c/quickActions', 'layouts': '/services/data/v59.0/sobjects/LeadFormix1__Visit__c/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/LeadFormix1__Visit__c'})"
False,History,Lead,False,False,False,False,False,False,False,False,False,False,,Lead History,Lead History,False,False,False,LeadHistory,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LeadHistory/{ID}', 'describe': '/services/data/v59.0/sobjects/LeadHistory/describe', 'sobject': '/services/data/v59.0/sobjects/LeadHistory'})"
False,Share,Lead,True,False,False,False,False,False,False,False,False,False,01o,Lead Share,Lead Share,False,False,False,LeadShare,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LeadShare/{ID}', 'describe': '/services/data/v59.0/sobjects/LeadShare/describe', 'sobject': '/services/data/v59.0/sobjects/LeadShare'})"
False,,,False,False,False,False,False,False,False,False,False,False,01J,Lead Status Value,Lead Status Value,False,False,False,LeadStatus,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LeadStatus/{ID}', 'describe': '/services/data/v59.0/sobjects/LeadStatus/describe', 'sobject': '/services/data/v59.0/sobjects/LeadStatus'})"
False,ChangeEvent,Lead_Assignments__c,False,False,False,False,False,False,False,False,False,False,,Change Event: Lead Assignments,Change Event: Lead Assignments,False,False,False,Lead_Assignments__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Lead_Assignments__ChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/Lead_Assignments__ChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/Lead_Assignments__ChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/Lead_Assignments__ChangeEvent'})"
False,History,Lead_Assignments__c,False,False,False,False,False,False,False,False,False,False,,History: Lead Assignments,History: Lead Assignments,False,False,False,Lead_Assignments__History,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Lead_Assignments__History/{ID}', 'describe': '/services/data/v59.0/sobjects/Lead_Assignments__History/describe', 'sobject': '/services/data/v59.0/sobjects/Lead_Assignments__History'})"
False,,,True,True,False,False,True,False,False,False,False,False,a15,Lead Assignments,Lead Assignments,True,False,True,Lead_Assignments__c,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Lead_Assignments__c/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Lead_Assignments__c/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Lead_Assignments__c/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/Lead_Assignments__c/describe', 'quickActions': '/services/data/v59.0/sobjects/Lead_Assignments__c/quickActions', 'layouts': '/services/data/v59.0/sobjects/Lead_Assignments__c/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Lead_Assignments__c'})"
False,ChangeEvent,Lead_Swarm_Rule__c,False,False,False,False,False,False,False,False,False,False,,Change Event: Lead Swarm Rule,Change Event: Lead Swarm Rule,False,False,False,Lead_Swarm_Rule__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__ChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__ChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__ChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__ChangeEvent'})"
False,History,Lead_Swarm_Rule__c,False,False,False,False,False,False,False,False,False,False,,History: Lead Swarm Rule,History: Lead Swarm Rule,False,False,False,Lead_Swarm_Rule__History,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__History/{ID}', 'describe': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__History/describe', 'sobject': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__History'})"
False,,,True,True,False,False,True,False,False,False,False,False,a1P,Lead Swarm Rule,Lead Swarm Rules,True,False,True,Lead_Swarm_Rule__c,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__c/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__c/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__c/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__c/describe', 'quickActions': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__c/quickActions', 'layouts': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__c/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Lead_Swarm_Rule__c'})"
False,ChangeEvent,Lead_Tracker__c,False,False,False,False,False,False,False,False,False,False,,Change Event: Lead Tracker,Change Event: Lead Tracker,False,False,False,Lead_Tracker__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Lead_Tracker__ChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/Lead_Tracker__ChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/Lead_Tracker__ChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/Lead_Tracker__ChangeEvent'})"
False,History,Lead_Tracker__c,False,False,False,False,False,False,False,False,False,False,,History: Lead Tracker,History: Lead Tracker,False,False,False,Lead_Tracker__History,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Lead_Tracker__History/{ID}', 'describe': '/services/data/v59.0/sobjects/Lead_Tracker__History/describe', 'sobject': '/services/data/v59.0/sobjects/Lead_Tracker__History'})"
False,,,True,True,False,False,True,False,False,False,False,False,a0a,Lead Tracker,Lead Tracker,True,False,True,Lead_Tracker__c,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Lead_Tracker__c/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Lead_Tracker__c/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Lead_Tracker__c/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/Lead_Tracker__c/describe', 'quickActions': '/services/data/v59.0/sobjects/Lead_Tracker__c/quickActions', 'layouts': '/services/data/v59.0/sobjects/Lead_Tracker__c/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Lead_Tracker__c'})"
False,,,False,False,False,False,False,False,False,False,False,False,0V9,Lightning Exit By Page Metrics,Lightning Exit By Page Metrics,False,False,False,LightningExitByPageMetrics,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LightningExitByPageMetrics/{ID}', 'describe': '/services/data/v59.0/sobjects/LightningExitByPageMetrics/describe', 'sobject': '/services/data/v59.0/sobjects/LightningExitByPageMetrics'})"
False,,,True,False,False,False,True,False,False,False,False,False,0S1,Lightning Experience Theme,Lightning Experience Themes,False,False,False,LightningExperienceTheme,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LightningExperienceTheme/{ID}', 'describe': '/services/data/v59.0/sobjects/LightningExperienceTheme/describe', 'sobject': '/services/data/v59.0/sobjects/LightningExperienceTheme'})"
False,,,True,False,False,False,True,False,False,False,False,False,7MM,LightningOnboardingConfig,LightningOnboardingConfigs,False,False,False,LightningOnboardingConfig,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LightningOnboardingConfig/{ID}', 'describe': '/services/data/v59.0/sobjects/LightningOnboardingConfig/describe', 'sobject': '/services/data/v59.0/sobjects/LightningOnboardingConfig'})"
False,,,False,False,False,False,False,False,False,False,False,False,1o1,Lightning Toggle Metrics,Lightning Toggle Metrics,False,False,False,LightningToggleMetrics,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LightningToggleMetrics/{ID}', 'describe': '/services/data/v59.0/sobjects/LightningToggleMetrics/describe', 'sobject': '/services/data/v59.0/sobjects/LightningToggleMetrics'})"
False,,,False,False,False,False,False,False,False,False,False,False,62C,Lightning Usage By App Type Metrics,Lightning Usage By App Type Metrics,False,False,False,LightningUsageByAppTypeMetrics,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LightningUsageByAppTypeMetrics/{ID}', 'describe': '/services/data/v59.0/sobjects/LightningUsageByAppTypeMetrics/describe', 'sobject': '/services/data/v59.0/sobjects/LightningUsageByAppTypeMetrics'})"
False,,,False,False,False,False,False,False,False,False,False,False,3mK,Lightning Usage By Browser Metrics,Lightning Usage By Browser Metrics,False,False,False,LightningUsageByBrowserMetrics,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LightningUsageByBrowserMetrics/{ID}', 'describe': '/services/data/v59.0/sobjects/LightningUsageByBrowserMetrics/describe', 'sobject': '/services/data/v59.0/sobjects/LightningUsageByBrowserMetrics'})"
False,,,False,False,False,False,False,False,False,False,False,False,7pV,Lightning Usage By FlexiPage Metrics,Lightning Usage By FlexiPage Metrics,False,False,False,LightningUsageByFlexiPageMetrics,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LightningUsageByFlexiPageMetrics/{ID}', 'describe': '/services/data/v59.0/sobjects/LightningUsageByFlexiPageMetrics/describe', 'sobject': '/services/data/v59.0/sobjects/LightningUsageByFlexiPageMetrics'})"
False,,,False,False,False,False,False,False,False,False,False,False,0U5,Lightning Usage By Page Metrics,Lightning Usage By Page Metrics,False,False,False,LightningUsageByPageMetrics,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LightningUsageByPageMetrics/{ID}', 'describe': '/services/data/v59.0/sobjects/LightningUsageByPageMetrics/describe', 'sobject': '/services/data/v59.0/sobjects/LightningUsageByPageMetrics'})"
False,,,True,False,False,False,True,False,False,False,False,False,0XB,List Email,List Emails,True,False,True,ListEmail,True,True,True,True,False,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ListEmail/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ListEmail/{ID}', 'describe': '/services/data/v59.0/sobjects/ListEmail/describe', 'layouts': '/services/data/v59.0/sobjects/ListEmail/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ListEmail'})"
False,ChangeEvent,ListEmail,False,False,False,False,False,False,False,False,False,False,,List Email Change Event,List Email Change Event,False,False,False,ListEmailChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ListEmailChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/ListEmailChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/ListEmailChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/ListEmailChangeEvent'})"
False,,,True,False,False,False,True,False,False,False,False,False,0XF,List Email Individual Recipient,List Email Individual Recipients,False,False,False,ListEmailIndividualRecipient,True,True,True,False,False,True,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ListEmailIndividualRecipient/{ID}', 'describe': '/services/data/v59.0/sobjects/ListEmailIndividualRecipient/describe', 'sobject': '/services/data/v59.0/sobjects/ListEmailIndividualRecipient'})"
False,,,True,False,False,False,True,False,False,False,False,False,0XD,List Email Recipient Source,List Email Recipient Sources,False,False,False,ListEmailRecipientSource,True,True,True,False,False,True,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ListEmailRecipientSource/{ID}', 'describe': '/services/data/v59.0/sobjects/ListEmailRecipientSource/describe', 'sobject': '/services/data/v59.0/sobjects/ListEmailRecipientSource'})"
False,Share,ListEmail,True,False,False,False,True,False,False,False,False,False,,List Email Share,List Email Share,False,False,False,ListEmailShare,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ListEmailShare/{ID}', 'describe': '/services/data/v59.0/sobjects/ListEmailShare/describe', 'sobject': '/services/data/v59.0/sobjects/ListEmailShare'})"
False,,,False,False,False,False,False,False,False,False,False,False,00B,List View,List Views,False,False,True,ListView,True,False,True,True,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ListView/{ID}', 'describe': '/services/data/v59.0/sobjects/ListView/describe', 'sobject': '/services/data/v59.0/sobjects/ListView'})"
False,,,True,False,False,False,True,False,False,False,False,False,0Dd,List View Chart,List View Charts,False,False,False,ListViewChart,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ListViewChart/{ID}', 'describe': '/services/data/v59.0/sobjects/ListViewChart/describe', 'sobject': '/services/data/v59.0/sobjects/ListViewChart'})"
False,,,False,False,False,False,False,False,False,False,False,False,0De,List View Chart Instance,List View Chart Instances,False,False,False,ListViewChartInstance,True,False,False,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ListViewChartInstance/{ID}', 'describe': '/services/data/v59.0/sobjects/ListViewChartInstance/describe', 'sobject': '/services/data/v59.0/sobjects/ListViewChartInstance'})"
False,,,True,False,False,False,True,False,False,False,False,False,131,Location,Locations,True,False,True,Location,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Location/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Location/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Location/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/Location/describe', 'quickActions': '/services/data/v59.0/sobjects/Location/quickActions', 'layouts': '/services/data/v59.0/sobjects/Location/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Location'})"
False,ChangeEvent,Location,False,False,False,False,False,False,False,False,False,False,,Location Change Event,Location Change Event,False,False,False,LocationChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LocationChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/LocationChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/LocationChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/LocationChangeEvent'})"
False,Feed,Location,False,False,False,False,True,False,False,False,False,False,,Location Feed,Location Feed,False,False,False,LocationFeed,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/LocationFeed/{ID}', 'describe': '/services/data/v59.0/sobjects/LocationFeed/describe', 'sobject': '/services/data/v59.0/sobjects/LocationFeed'})"
