activateable,associateEntityType,associateParentEntity,createable,custom,customSetting,deepCloneable,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isInterface,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,Share,ContactPointEmail,True,False,False,False,True,False,False,False,False,False,,Contact Point Email Share,Contact Point Email Share,False,False,False,ContactPointEmailShare,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContactPointEmailShare/{ID}', 'describe': '/services/data/v59.0/sobjects/ContactPointEmailShare/describe', 'sobject': '/services/data/v59.0/sobjects/ContactPointEmailShare'})"
False,,,True,False,False,False,True,False,False,False,False,False,0Ow,Contact Point Phone,Contact Point Phones,True,False,True,ContactPointPhone,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ContactPointPhone/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ContactPointPhone/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/ContactPointPhone/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/ContactPointPhone/describe', 'quickActions': '/services/data/v59.0/sobjects/ContactPointPhone/quickActions', 'layouts': '/services/data/v59.0/sobjects/ContactPointPhone/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ContactPointPhone'})"
False,ChangeEvent,ContactPointPhone,False,False,False,False,False,False,False,False,False,False,,Contact Point Phone Change Event,Contact Point Phone Change Event,False,False,False,ContactPointPhoneChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContactPointPhoneChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/ContactPointPhoneChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/ContactPointPhoneChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/ContactPointPhoneChangeEvent'})"
False,History,ContactPointPhone,False,False,False,False,False,False,False,False,False,False,,Contact Point Phone History,Contact Point Phone History,False,False,False,ContactPointPhoneHistory,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContactPointPhoneHistory/{ID}', 'describe': '/services/data/v59.0/sobjects/ContactPointPhoneHistory/describe', 'sobject': '/services/data/v59.0/sobjects/ContactPointPhoneHistory'})"
False,Share,ContactPointPhone,True,False,False,False,True,False,False,False,False,False,,Contact Point Phone Share,Contact Point Phone Share,False,False,False,ContactPointPhoneShare,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContactPointPhoneShare/{ID}', 'describe': '/services/data/v59.0/sobjects/ContactPointPhoneShare/describe', 'sobject': '/services/data/v59.0/sobjects/ContactPointPhoneShare'})"
False,,,True,False,False,False,True,False,False,False,False,False,0ZY,Contact Point Type Consent,Contact Point Type Consents,True,False,True,ContactPointTypeConsent,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ContactPointTypeConsent/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ContactPointTypeConsent/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/ContactPointTypeConsent/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/ContactPointTypeConsent/describe', 'layouts': '/services/data/v59.0/sobjects/ContactPointTypeConsent/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ContactPointTypeConsent'})"
False,ChangeEvent,ContactPointTypeConsent,False,False,False,False,False,False,False,False,False,False,,Contact Point Type Consent Change Event,Contact Point Type Consent Change Event,False,False,False,ContactPointTypeConsentChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContactPointTypeConsentChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/ContactPointTypeConsentChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/ContactPointTypeConsentChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/ContactPointTypeConsentChangeEvent'})"
False,History,ContactPointTypeConsent,False,False,False,False,False,False,False,False,False,False,,Contact Point Type Consent  History,Contact Point Type Consent  History,False,False,False,ContactPointTypeConsentHistory,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContactPointTypeConsentHistory/{ID}', 'describe': '/services/data/v59.0/sobjects/ContactPointTypeConsentHistory/describe', 'sobject': '/services/data/v59.0/sobjects/ContactPointTypeConsentHistory'})"
False,Share,ContactPointTypeConsent,True,False,False,False,True,False,False,False,False,False,,Contact Point Type Consent Share,Contact Point Type Consent Share,False,False,False,ContactPointTypeConsentShare,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContactPointTypeConsentShare/{ID}', 'describe': '/services/data/v59.0/sobjects/ContactPointTypeConsentShare/describe', 'sobject': '/services/data/v59.0/sobjects/ContactPointTypeConsentShare'})"
False,,,True,False,False,False,True,False,False,False,False,False,0Tz,Contact Request,Contact Requests,True,False,True,ContactRequest,True,True,True,False,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ContactRequest/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ContactRequest/{ID}', 'describe': '/services/data/v59.0/sobjects/ContactRequest/describe', 'layouts': '/services/data/v59.0/sobjects/ContactRequest/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ContactRequest'})"
False,Share,ContactRequest,True,False,False,False,True,False,False,False,False,False,,Contact Request Share,Contact Request Share,False,False,False,ContactRequestShare,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContactRequestShare/{ID}', 'describe': '/services/data/v59.0/sobjects/ContactRequestShare/describe', 'sobject': '/services/data/v59.0/sobjects/ContactRequestShare'})"
False,Share,Contact,False,False,False,False,False,False,False,False,False,False,03s,Contact Share,Contact Share,False,False,False,ContactShare,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContactShare/{ID}', 'describe': '/services/data/v59.0/sobjects/ContactShare/describe', 'sobject': '/services/data/v59.0/sobjects/ContactShare'})"
False,,,True,False,False,False,True,False,False,False,False,False,03S,Asset File,Asset Files,False,False,False,ContentAsset,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentAsset/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentAsset/describe', 'sobject': '/services/data/v59.0/sobjects/ContentAsset'})"
False,,,False,False,False,False,False,False,False,False,False,False,05T,Content Body,Content Bodies,False,False,False,ContentBody,False,False,False,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentBody/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentBody/describe', 'sobject': '/services/data/v59.0/sobjects/ContentBody'})"
False,,,False,False,False,False,True,False,True,False,False,False,069,Content Document,Content Documents,True,False,True,ContentDocument,True,False,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ContentDocument/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ContentDocument/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentDocument/describe', 'layouts': '/services/data/v59.0/sobjects/ContentDocument/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ContentDocument'})"
False,ChangeEvent,ContentDocument,False,False,False,False,False,False,False,False,False,False,,Content Document Change Event,Content Document Change Event,False,False,False,ContentDocumentChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentDocumentChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/ContentDocumentChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/ContentDocumentChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/ContentDocumentChangeEvent'})"
False,Feed,ContentDocument,False,False,False,False,True,False,False,False,False,False,,ContentDocument Feed,ContentDocument Feed,False,False,False,ContentDocumentFeed,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentDocumentFeed/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentDocumentFeed/describe', 'sobject': '/services/data/v59.0/sobjects/ContentDocumentFeed'})"
False,History,ContentDocument,False,False,False,False,False,False,False,False,False,False,,Content Document History,Content Document History,False,False,False,ContentDocumentHistory,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentDocumentHistory/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentDocumentHistory/describe', 'sobject': '/services/data/v59.0/sobjects/ContentDocumentHistory'})"
False,,,True,False,False,False,True,False,False,False,False,False,06A,Content Document Link,Content Document Link,True,False,False,ContentDocumentLink,True,False,True,False,True,False,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ContentDocumentLink/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ContentDocumentLink/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentDocumentLink/describe', 'layouts': '/services/data/v59.0/sobjects/ContentDocumentLink/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ContentDocumentLink'})"
False,ChangeEvent,ContentDocumentLink,False,False,False,False,False,False,False,False,False,False,,Content Document Link Change Event,Content Document Link Change Event,False,False,False,ContentDocumentLinkChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentDocumentLinkChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/ContentDocumentLinkChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/ContentDocumentLinkChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/ContentDocumentLinkChangeEvent'})"
False,,,False,False,False,False,True,False,False,False,False,False,057,Content Document Subscription,Content Document Subscriptions,False,False,False,ContentDocumentSubscription,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentDocumentSubscription/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentDocumentSubscription/describe', 'sobject': '/services/data/v59.0/sobjects/ContentDocumentSubscription'})"
False,,,True,False,False,False,True,False,False,False,False,False,07H,Content Folder,Content Folders,False,False,False,ContentFolder,True,True,True,False,False,True,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentFolder/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentFolder/describe', 'sobject': '/services/data/v59.0/sobjects/ContentFolder'})"
False,,,False,False,False,False,False,False,False,False,False,False,,Content Folder Item,Content Folder Items,True,False,False,ContentFolderItem,True,False,True,False,False,False,False,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ContentFolderItem/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ContentFolderItem/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentFolderItem/describe', 'layouts': '/services/data/v59.0/sobjects/ContentFolderItem/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ContentFolderItem'})"
False,,,False,False,False,False,False,False,False,False,False,False,07v,Content Folder Link,Content Folder Links,False,False,False,ContentFolderLink,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentFolderLink/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentFolderLink/describe', 'sobject': '/services/data/v59.0/sobjects/ContentFolderLink'})"
False,,,False,False,False,False,True,False,False,False,False,False,07I,Content Folder Member,Content Folder Members,False,False,False,ContentFolderMember,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentFolderMember/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentFolderMember/describe', 'sobject': '/services/data/v59.0/sobjects/ContentFolderMember'})"
False,,,True,False,False,False,True,False,False,False,False,False,069,Note,Notes,True,False,True,ContentNote,True,False,True,True,False,False,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ContentNote/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ContentNote/{ID}', 'listviews': '/services/data/v59.0/sobjects/ContentNote/listviews', 'describe': '/services/data/v59.0/sobjects/ContentNote/describe', 'quickActions': '/services/data/v59.0/sobjects/ContentNote/quickActions', 'layouts': '/services/data/v59.0/sobjects/ContentNote/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ContentNote'})"
False,,,False,False,False,False,True,False,False,False,False,False,05V,Content Notification,Content Notifications,False,False,False,ContentNotification,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentNotification/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentNotification/describe', 'sobject': '/services/data/v59.0/sobjects/ContentNotification'})"
False,,,False,False,False,False,True,False,False,False,False,False,05Q,Content Tag Subscription,Content Tag Subscriptions,False,False,False,ContentTagSubscription,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentTagSubscription/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentTagSubscription/describe', 'sobject': '/services/data/v59.0/sobjects/ContentTagSubscription'})"
False,,,False,False,False,False,True,False,False,False,False,False,05S,Content User Subscription,Content User Subscriptions,False,False,False,ContentUserSubscription,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentUserSubscription/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentUserSubscription/describe', 'sobject': '/services/data/v59.0/sobjects/ContentUserSubscription'})"
False,,,True,False,False,False,False,False,False,False,False,False,068,Content Version,Content Versions,True,False,False,ContentVersion,True,False,True,True,True,False,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ContentVersion/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ContentVersion/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentVersion/describe', 'layouts': '/services/data/v59.0/sobjects/ContentVersion/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ContentVersion'})"
False,ChangeEvent,ContentVersion,False,False,False,False,False,False,False,False,False,False,,Content Version Change Event,Content Version Change Event,False,False,False,ContentVersionChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentVersionChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/ContentVersionChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/ContentVersionChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/ContentVersionChangeEvent'})"
False,,,False,False,False,False,True,False,False,False,False,False,05C,Content Version Comment,Content Version Comments,False,False,False,ContentVersionComment,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentVersionComment/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentVersionComment/describe', 'sobject': '/services/data/v59.0/sobjects/ContentVersionComment'})"
False,History,ContentVersion,False,False,False,False,False,False,False,False,False,False,,Content Version History,Content Version History,False,False,False,ContentVersionHistory,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentVersionHistory/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentVersionHistory/describe', 'sobject': '/services/data/v59.0/sobjects/ContentVersionHistory'})"
False,,,False,False,False,False,True,False,False,False,False,False,05J,Content Version Rating,Content Version Ratings,False,False,False,ContentVersionRating,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentVersionRating/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentVersionRating/describe', 'sobject': '/services/data/v59.0/sobjects/ContentVersionRating'})"
False,,,True,False,False,False,True,False,False,False,False,False,058,Library,Libraries,True,False,False,ContentWorkspace,True,False,True,False,False,False,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ContentWorkspace/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ContentWorkspace/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentWorkspace/describe', 'layouts': '/services/data/v59.0/sobjects/ContentWorkspace/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ContentWorkspace'})"
False,,,True,False,False,False,True,False,False,False,False,False,059,Library Document,Library Documents,False,False,False,ContentWorkspaceDoc,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentWorkspaceDoc/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentWorkspaceDoc/describe', 'sobject': '/services/data/v59.0/sobjects/ContentWorkspaceDoc'})"
False,,,True,False,False,False,True,False,False,False,False,False,05A,Library Member,Library Members,False,False,False,ContentWorkspaceMember,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentWorkspaceMember/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentWorkspaceMember/describe', 'sobject': '/services/data/v59.0/sobjects/ContentWorkspaceMember'})"
False,,,True,False,False,False,True,False,False,False,False,False,05P,Library Permission,Library Permissions,False,False,False,ContentWorkspacePermission,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentWorkspacePermission/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentWorkspacePermission/describe', 'sobject': '/services/data/v59.0/sobjects/ContentWorkspacePermission'})"
False,,,False,False,False,False,True,False,False,False,False,False,05R,Content Workspace Subscription,Content Workspace Subscriptions,False,False,False,ContentWorkspaceSubscription,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContentWorkspaceSubscription/{ID}', 'describe': '/services/data/v59.0/sobjects/ContentWorkspaceSubscription/describe', 'sobject': '/services/data/v59.0/sobjects/ContentWorkspaceSubscription'})"
False,ChangeEvent,Contest_Goals__c,False,False,False,False,False,False,False,False,False,False,,Change Event: Contest Goal,Change Event: Contest Goal,False,False,False,Contest_Goals__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Contest_Goals__ChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/Contest_Goals__ChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/Contest_Goals__ChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/Contest_Goals__ChangeEvent'})"
False,Share,Contest_Goals__c,True,False,False,False,True,False,False,False,False,False,,Share: Contest Goal,Share: Contest Goal,False,False,False,Contest_Goals__Share,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Contest_Goals__Share/{ID}', 'describe': '/services/data/v59.0/sobjects/Contest_Goals__Share/describe', 'sobject': '/services/data/v59.0/sobjects/Contest_Goals__Share'})"
False,,,True,True,False,False,True,False,False,False,False,False,a27,Contest Goal,Contest Goals,True,False,True,Contest_Goals__c,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Contest_Goals__c/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Contest_Goals__c/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Contest_Goals__c/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/Contest_Goals__c/describe', 'quickActions': '/services/data/v59.0/sobjects/Contest_Goals__c/quickActions', 'layouts': '/services/data/v59.0/sobjects/Contest_Goals__c/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Contest_Goals__c'})"
True,,,True,False,False,False,True,False,False,False,False,False,800,Contract,Contracts,True,False,True,Contract,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Contract/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Contract/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Contract/describe/approvalLayouts', 'listviews': '/services/data/v59.0/sobjects/Contract/listviews', 'describe': '/services/data/v59.0/sobjects/Contract/describe', 'quickActions': '/services/data/v59.0/sobjects/Contract/quickActions', 'layouts': '/services/data/v59.0/sobjects/Contract/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Contract'})"
False,ChangeEvent,Contract,False,False,False,False,False,False,False,False,False,False,,Contract Change Event,Contract Change Event,False,False,False,ContractChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContractChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/ContractChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/ContractChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/ContractChangeEvent'})"
False,,,True,False,False,False,True,False,False,False,False,False,02a,Contract Contact Role,Contract Contact Role,True,False,False,ContractContactRole,True,True,True,False,False,False,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/ContractContactRole/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/ContractContactRole/{ID}', 'describe': '/services/data/v59.0/sobjects/ContractContactRole/describe', 'layouts': '/services/data/v59.0/sobjects/ContractContactRole/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/ContractContactRole'})"
False,Feed,Contract,False,False,False,False,True,False,False,False,False,False,,Contract Feed,Contract Feed,False,False,False,ContractFeed,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContractFeed/{ID}', 'describe': '/services/data/v59.0/sobjects/ContractFeed/describe', 'sobject': '/services/data/v59.0/sobjects/ContractFeed'})"
False,History,Contract,False,False,False,False,False,False,False,False,False,False,,Contract History,Contract History,False,False,False,ContractHistory,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContractHistory/{ID}', 'describe': '/services/data/v59.0/sobjects/ContractHistory/describe', 'sobject': '/services/data/v59.0/sobjects/ContractHistory'})"
False,,,False,False,False,False,False,False,False,False,False,False,,Contract Status Value,Contract Status Value,False,False,False,ContractStatus,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/ContractStatus/{ID}', 'describe': '/services/data/v59.0/sobjects/ContractStatus/describe', 'sobject': '/services/data/v59.0/sobjects/ContractStatus'})"
False,ChangeEvent,Contractor_Retail_Partner_Record__c,False,False,False,False,False,False,False,False,False,False,,Change Event: Contractor Retail Partner Record,Change Event: Contractor Retail Partner Record,False,False,False,Contractor_Retail_Partner_Record__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__ChangeEvent/{ID}', 'eventSchema': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__ChangeEvent/eventSchema', 'describe': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__ChangeEvent/describe', 'sobject': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__ChangeEvent'})"
False,History,Contractor_Retail_Partner_Record__c,False,False,False,False,False,False,False,False,False,False,,History: Contractor Retail Partner Record,History: Contractor Retail Partner Record,False,False,False,Contractor_Retail_Partner_Record__History,True,True,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__History/{ID}', 'describe': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__History/describe', 'sobject': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__History'})"
False,,,True,True,False,False,True,False,False,False,False,False,a0x,Contractor Retail Partner Record,Contractor Retail Partner Records,True,False,False,Contractor_Retail_Partner_Record__c,True,True,True,True,True,True,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__c/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__c/{ID}', 'approvalLayouts': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__c/describe/approvalLayouts', 'describe': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__c/describe', 'quickActions': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__c/quickActions', 'layouts': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__c/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/Contractor_Retail_Partner_Record__c'})"
False,,,True,False,False,False,True,False,False,False,False,False,074,CORS Allowed Origin List,CORS Allowed Origins List,False,False,False,CorsWhitelistEntry,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/CorsWhitelistEntry/{ID}', 'describe': '/services/data/v59.0/sobjects/CorsWhitelistEntry/describe', 'sobject': '/services/data/v59.0/sobjects/CorsWhitelistEntry'})"
False,,,False,False,False,False,False,False,False,False,False,False,08a,Cron Job,Cron Job,False,False,False,CronJobDetail,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/CronJobDetail/{ID}', 'describe': '/services/data/v59.0/sobjects/CronJobDetail/describe', 'sobject': '/services/data/v59.0/sobjects/CronJobDetail'})"
False,,,False,False,False,False,False,False,False,False,False,False,08e,Scheduled Jobs,Scheduled Jobs,False,False,False,CronTrigger,True,False,True,False,False,False,False,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/CronTrigger/{ID}', 'describe': '/services/data/v59.0/sobjects/CronTrigger/describe', 'sobject': '/services/data/v59.0/sobjects/CronTrigger'})"
False,,,True,False,False,False,True,False,False,False,False,False,08y,Trusted URL,Trusted URLs,True,False,False,CspTrustedSite,True,False,True,False,False,False,True,"OrderedDict({'compactLayouts': '/services/data/v59.0/sobjects/CspTrustedSite/describe/compactLayouts', 'rowTemplate': '/services/data/v59.0/sobjects/CspTrustedSite/{ID}', 'describe': '/services/data/v59.0/sobjects/CspTrustedSite/describe', 'layouts': '/services/data/v59.0/sobjects/CspTrustedSite/describe/layouts', 'sobject': '/services/data/v59.0/sobjects/CspTrustedSite'})"
False,,,True,False,False,False,False,False,False,False,False,False,07W,Custom Brand,Custom Brand,False,False,False,CustomBrand,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/CustomBrand/{ID}', 'describe': '/services/data/v59.0/sobjects/CustomBrand/describe', 'sobject': '/services/data/v59.0/sobjects/CustomBrand'})"
False,,,True,False,False,False,True,False,False,False,False,False,07X,Custom Brand Asset,Custom Brand Asset,False,False,False,CustomBrandAsset,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/CustomBrandAsset/{ID}', 'describe': '/services/data/v59.0/sobjects/CustomBrandAsset/describe', 'sobject': '/services/data/v59.0/sobjects/CustomBrandAsset'})"
False,,,True,False,False,False,True,False,False,False,False,False,2Ca,Custom Help Menu Item,Custom Help Menu Items,False,False,False,CustomHelpMenuItem,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/CustomHelpMenuItem/{ID}', 'describe': '/services/data/v59.0/sobjects/CustomHelpMenuItem/describe', 'sobject': '/services/data/v59.0/sobjects/CustomHelpMenuItem'})"
False,,,True,False,False,False,True,False,False,False,False,False,2Cx,Custom Help Menu Section,Custom Help Menu Sections,False,False,False,CustomHelpMenuSection,True,False,True,False,False,False,True,"OrderedDict({'rowTemplate': '/services/data/v59.0/sobjects/CustomHelpMenuSection/{ID}', 'describe': '/services/data/v59.0/sobjects/CustomHelpMenuSection/describe', 'sobject': '/services/data/v59.0/sobjects/CustomHelpMenuSection'})"
